comment_id,sentence_pos,stereotype,stereotype_pred,softmax_confidence,temperature
311,10,0,0,0.67535126,
200,2,0,0,0.94256085,
814,2,0,0,0.9280316,
109,5,1,1,0.65830696,
731,1,1,0,0.7130924,
10,2,1,0,0.7438378,
585,1,1,1,0.8676275,
262,1,0,0,0.9126025,
760,4,0,1,0.57493746,
491,2,0,0,0.94655734,
304,4,0,0,0.90184116,
161,1,0,0,0.5066471,
324,3,0,1,0.54335463,
318,8,0,0,0.943641,
640,1,0,0,0.9331115,
538,1,0,0,0.94017076,
298,3,0,1,0.512937,
1,2,0,0,0.9354857,
131,1,0,0,0.9346699,
352,1,0,1,0.8441722,
9,1,1,0,0.837213,
183,2,0,0,0.91154987,
274,2,0,0,0.92747283,
21,2,1,1,0.886562,
605,2,0,0,0.94255483,
47,4,0,0,0.90918154,
190,1,0,0,0.8953209,
27,2,0,0,0.92358524,
121,3,0,0,0.63928837,
109,3,0,0,0.9111548,
53,4,0,1,0.7925702,
500,7,0,0,0.95055676,
753,5,0,0,0.952589,
348,1,1,0,0.8322625,
34,5,0,0,0.93247527,
401,1,0,0,0.9495035,
353,5,0,0,0.7817469,
715,4,0,0,0.94440114,
37,2,0,0,0.74801064,
412,2,0,0,0.5666597,
453,3,1,1,0.8513603,
20,2,0,0,0.9491657,
727,3,1,0,0.833441,
260,2,0,0,0.93139404,
118,2,1,1,0.8293132,
305,3,0,0,0.52507496,
603,2,0,0,0.9071691,
774,3,0,0,0.9045438,
479,3,0,0,0.8473281,
264,7,0,0,0.94171333,
502,4,0,0,0.92954457,
617,1,0,0,0.94803435,
288,6,0,0,0.940885,
248,1,0,0,0.94413155,
613,6,0,1,0.53008556,
345,8,1,0,0.9397801,
704,1,0,0,0.7117699,
473,1,0,0,0.93109715,
512,2,0,0,0.94357306,
31,1,0,0,0.94233936,
638,2,0,0,0.94337803,
707,5,0,0,0.9467089,
44,1,1,1,0.6202383,
312,1,0,0,0.8432162,
438,4,0,0,0.94230634,
725,2,1,1,0.8037438,
97,2,0,0,0.8217938,
147,2,0,0,0.8509089,
318,12,1,0,0.68942297,
618,1,0,0,0.8360933,
197,1,0,0,0.9487139,
455,1,0,0,0.94523287,
259,7,1,1,0.6912581,
587,1,0,1,0.6378839,
483,7,0,0,0.84483784,
688,1,0,0,0.9528699,
471,3,0,0,0.5346903,
366,3,0,0,0.93831223,
92,1,0,0,0.7250207,
541,2,0,0,0.70004195,
577,2,0,0,0.94121957,
49,1,0,0,0.8985387,
487,3,0,0,0.792789,
497,1,0,0,0.6535707,
488,3,1,0,0.6030492,
18,3,0,0,0.926686,
334,2,1,1,0.52896965,
55,2,1,1,0.60228664,
104,1,0,0,0.65237343,
486,4,1,1,0.5204409,
25,1,1,1,0.87098664,
613,3,1,1,0.81226903,
264,19,0,0,0.8426225,
34,1,0,0,0.9005358,
459,1,0,0,0.5857963,
632,4,0,0,0.8948908,
92,2,0,0,0.94892424,
63,3,1,1,0.7334472,
391,1,0,0,0.9476367,
349,1,0,0,0.9474963,
60,1,0,0,0.91682714,
38,2,1,1,0.7191497,
631,1,0,0,0.89509064,
264,15,0,0,0.8137627,
657,1,1,1,0.72349966,
431,2,0,0,0.949944,
81,1,0,0,0.8364051,
128,1,0,0,0.87959576,
243,1,0,0,0.874523,
524,4,0,0,0.93206674,
371,2,0,0,0.94165635,
723,1,0,0,0.9226195,
46,1,0,0,0.95032007,
814,3,1,0,0.94305456,
328,4,1,0,0.76711416,
601,2,0,0,0.9508539,
46,6,1,0,0.9462497,
237,2,1,1,0.5874095,
35,2,0,0,0.93429035,
744,1,0,0,0.9323736,
824,3,1,1,0.831809,
398,2,0,0,0.8514919,
713,1,0,0,0.9183992,
693,4,0,0,0.79623455,
668,1,0,0,0.95046616,
340,2,1,0,0.66319716,
433,3,0,0,0.9177118,
213,2,0,0,0.65948725,
120,1,0,0,0.9292202,
140,1,0,0,0.5943239,
807,1,0,0,0.94938195,
53,1,1,1,0.82933915,
826,1,0,0,0.6361413,
314,1,1,0,0.705655,
128,2,0,0,0.8546747,
594,1,0,0,0.8723284,
44,3,0,0,0.64219165,
13,2,0,0,0.65108585,
600,2,0,0,0.9449568,
693,2,0,0,0.9491001,
243,3,0,1,0.7384478,
324,1,0,0,0.95264834,
619,1,0,0,0.52707624,
622,2,0,0,0.93690604,
0,1,0,0,0.7864765,
547,1,1,1,0.8374946,
38,4,1,0,0.5956343,
507,1,1,1,0.55464476,
314,4,0,0,0.5812691,
593,1,0,1,0.5105584,
461,4,0,0,0.9412954,
342,3,0,0,0.9407801,
487,1,0,0,0.94980687,
502,6,0,0,0.9276474,
649,2,0,1,0.670618,
707,3,0,0,0.9407128,
224,1,0,0,0.71438426,
760,3,0,0,0.74515814,
511,1,0,0,0.9367597,
47,2,0,0,0.9258384,
318,5,0,0,0.92467856,
689,1,0,0,0.93921465,
355,5,0,0,0.908018,
32,2,0,0,0.9495294,
368,1,0,0,0.94916517,
531,3,1,0,0.530487,
112,2,0,0,0.9320399,
69,1,0,0,0.59129024,
480,1,1,1,0.7385654,
205,3,0,0,0.88706374,
574,1,1,0,0.75151527,
758,1,0,1,0.7523609,
740,5,0,0,0.94749,
659,3,1,0,0.6171432,
684,2,0,0,0.9457794,
3,1,0,0,0.94017935,
243,4,1,0,0.585773,
322,1,1,0,0.542884,
130,2,0,1,0.6298789,
383,2,1,0,0.84506595,
214,1,0,0,0.9206557,
396,1,0,0,0.90979505,
401,3,0,0,0.9500942,
710,1,0,0,0.71388984,
808,2,0,0,0.87672114,
246,3,0,0,0.8541618,
717,1,1,0,0.71251297,
416,5,0,0,0.92327684,
256,4,0,0,0.9319821,
330,1,0,0,0.899391,
765,1,1,1,0.76509273,
376,2,0,0,0.94072926,
327,2,1,0,0.68551606,
264,13,1,0,0.80721414,
318,14,1,0,0.6616654,
600,1,0,0,0.92439467,
548,1,0,0,0.9340151,
456,1,0,0,0.9449954,
205,2,1,1,0.63084555,
312,2,1,1,0.8374756,
623,1,0,0,0.6488876,
195,1,0,0,0.9430671,
420,2,0,0,0.9355739,
345,3,1,0,0.7723172,
328,2,1,0,0.76903194,
458,1,0,0,0.9508833,
423,1,0,0,0.9347286,
622,5,0,0,0.58953387,
609,1,1,1,0.61744845,
611,3,0,0,0.9515182,
705,2,1,1,0.5443027,
713,5,1,0,0.644387,
386,1,1,1,0.72455484,
38,1,1,1,0.6742379,
353,7,0,0,0.912027,
523,3,1,1,0.65407723,
313,3,0,0,0.9226633,
626,3,0,0,0.9124704,
29,1,0,0,0.94955754,
61,1,0,0,0.9108906,
498,1,1,1,0.80033386,
406,1,0,0,0.9477962,
700,4,0,0,0.91286695,
355,2,0,0,0.9481837,
257,1,0,0,0.81262606,
739,2,1,1,0.5250962,
188,6,1,0,0.7467655,
212,2,0,0,0.93172187,
453,4,1,1,0.7900387,
390,2,0,0,0.5660533,
357,1,0,0,0.9261617,
781,2,0,0,0.51966447,
250,6,1,1,0.6633287,
604,2,0,1,0.6607973,
750,1,0,0,0.92332035,
307,5,0,1,0.72932994,
84,1,1,1,0.82637876,
500,5,1,1,0.7749155,
16,1,0,0,0.9410834,
323,2,0,0,0.59425575,
42,1,1,1,0.791072,
796,1,1,1,0.88258624,
381,2,0,0,0.93404484,
531,1,0,0,0.6859786,
482,1,0,0,0.5837184,
501,4,1,1,0.8468574,
538,2,0,0,0.9131696,
806,1,1,1,0.8735592,
256,2,0,0,0.9406251,
184,2,1,0,0.66163194,
11,1,1,1,0.8537713,
520,1,0,0,0.92409414,
755,2,0,0,0.53761774,
412,3,1,0,0.53844625,
83,2,1,0,0.5976887,
397,4,0,0,0.76335984,
253,1,1,0,0.94305295,
415,1,0,0,0.68354076,
483,4,0,0,0.89787227,
456,2,0,0,0.9365368,
280,5,1,1,0.5697787,
336,1,0,0,0.9438443,
311,2,0,0,0.949517,
119,1,0,1,0.80177087,
327,3,0,0,0.92546326,
672,1,0,0,0.94549614,
501,5,1,1,0.74825823,
818,1,1,0,0.7619456,
733,1,1,0,0.5570408,
406,2,0,0,0.6967103,
471,1,0,0,0.8248593,
47,6,0,0,0.92928916,
738,1,0,0,0.82804537,
273,5,1,1,0.6328196,
505,1,0,0,0.93214047,
507,5,0,0,0.9110437,
388,1,1,1,0.8311191,
412,5,1,0,0.9295669,
462,2,0,1,0.72829574,
531,2,1,1,0.57319623,
545,1,0,1,0.5281553,
590,4,0,0,0.8988167,
385,1,0,0,0.9510225,
694,1,0,0,0.9358482,
367,1,0,0,0.9088516,
328,1,0,0,0.9255194,
324,2,0,0,0.9464091,
244,3,0,0,0.8478419,
137,1,0,0,0.7601491,
36,1,1,1,0.8760902,
242,2,0,0,0.9222709,
217,1,0,1,0.67600244,
88,1,1,1,0.7985757,
460,1,0,0,0.9347882,
753,4,0,0,0.9475917,
801,1,0,0,0.937752,
718,1,0,0,0.91452026,
286,1,0,0,0.89200115,
32,1,0,0,0.94683737,
379,2,0,0,0.9038373,
611,2,0,0,0.90984184,
776,1,1,1,0.6733671,
146,1,1,1,0.84102124,
15,2,1,1,0.8142168,
620,1,0,0,0.9503257,
311,7,0,0,0.945737,
748,1,1,1,0.50771695,
590,2,0,0,0.92072755,
428,1,0,0,0.9392966,
644,1,0,0,0.9372851,
329,1,0,0,0.9415856,
95,6,0,0,0.94517714,
399,1,0,0,0.941285,
245,1,0,0,0.51414317,
314,3,1,1,0.8411596,
339,7,0,0,0.9366803,
823,1,1,1,0.7108707,
326,3,0,0,0.9463505,
228,2,0,0,0.9035398,
483,5,0,0,0.95206255,
355,4,0,0,0.5711909,
613,4,0,0,0.5481737,
295,2,0,0,0.92829394,
50,4,0,0,0.9195542,
231,2,0,0,0.9407617,
786,4,1,1,0.74265176,
422,1,0,0,0.9429004,
289,1,0,0,0.92732716,
787,4,1,1,0.720721,
41,2,0,0,0.9372464,
366,4,1,1,0.5387828,
621,2,0,0,0.8933997,
787,3,0,0,0.8856749,
338,2,0,0,0.92373496,
256,1,0,0,0.9509539,
4,2,0,0,0.89720315,
218,1,0,0,0.76420826,
148,2,0,0,0.9433416,
471,2,0,0,0.56040126,
516,3,0,0,0.84668124,
318,7,0,0,0.9401555,
821,1,0,0,0.82104784,
775,1,0,0,0.92888254,
318,6,0,0,0.92752165,
367,2,0,0,0.9318084,
77,7,0,0,0.94925016,
390,3,0,1,0.60480887,
647,1,0,0,0.94990754,
132,1,1,0,0.5385204,
183,1,0,0,0.9459944,
777,1,1,1,0.71485883,
459,4,0,0,0.6959512,
259,3,0,0,0.7922708,
449,1,1,0,0.5418116,
342,1,0,1,0.7353069,
727,2,1,1,0.79038936,
340,1,0,0,0.90725887,
549,1,0,0,0.9048577,
523,1,0,0,0.9442066,
603,1,0,0,0.9331092,
820,3,0,0,0.8286074,
259,9,0,0,0.58293974,
7,1,0,0,0.93155664,
194,1,0,0,0.94967484,
570,1,0,0,0.6184763,
700,3,1,1,0.8524845,
186,1,1,0,0.6357875,
235,6,0,0,0.9367765,
250,4,0,0,0.81319404,
109,7,0,0,0.94788545,
397,3,0,0,0.92481333,
534,1,1,1,0.6745769,
658,1,0,0,0.94973433,
446,1,1,0,0.7028246,
802,1,1,0,0.9154621,
44,2,0,0,0.9503449,
444,1,0,0,0.94833726,
471,6,0,0,0.9505773,
481,4,0,0,0.7337124,
654,1,1,0,0.8858932,
590,3,0,1,0.6190213,
318,13,1,0,0.7603227,
745,1,0,0,0.95024663,
438,3,0,0,0.6777063,
77,1,0,0,0.73860765,
483,6,0,0,0.5249184,
715,2,0,0,0.9438753,
825,1,0,0,0.9049537,
345,9,0,0,0.94324255,
279,2,1,0,0.8605725,
319,2,0,0,0.950728,
525,3,0,0,0.9493569,
582,1,1,0,0.6734505,
815,1,0,1,0.59406126,
560,2,1,0,0.63377297,
252,2,1,0,0.6812132,
269,1,0,0,0.94856995,
498,2,0,0,0.9348998,
492,1,1,1,0.72455484,
351,2,0,0,0.9156418,
258,2,0,0,0.82685846,
303,1,0,0,0.94498307,
605,1,0,0,0.6420664,
742,3,0,1,0.7610798,
500,6,0,0,0.8968447,
346,1,0,0,0.9445676,
52,1,0,0,0.94424826,
330,2,0,0,0.94395447,
478,1,0,0,0.94873136,
358,1,0,1,0.5710536,
53,3,1,1,0.6403536,
311,1,1,1,0.8400175,
786,1,1,1,0.7318325,
304,1,0,0,0.9392332,
203,1,0,0,0.5144948,
141,1,0,0,0.7847122,
310,1,1,1,0.8695882,
407,1,0,0,0.9415209,
355,1,0,0,0.80100363,
375,1,1,1,0.81902164,
21,1,0,0,0.7603242,
711,2,0,0,0.95267045,
435,1,0,0,0.85103923,
382,1,0,0,0.94614536,
343,1,1,1,0.5163865,
530,1,0,0,0.6598307,
826,2,0,0,0.7951787,
0,5,0,0,0.7990577,
442,2,0,0,0.94228303,
716,1,0,0,0.9453476,
136,1,0,0,0.93850046,
642,1,0,0,0.9513588,
760,1,0,0,0.89715797,
242,1,0,0,0.7487879,
442,1,0,0,0.9514042,
475,1,0,0,0.81537664,
361,1,0,0,0.907544,
743,2,0,0,0.9393482,
163,1,0,0,0.73998284,
616,1,1,0,0.94004774,
786,3,0,0,0.84139836,
166,2,0,0,0.90898556,
73,1,0,0,0.51285064,
500,4,1,1,0.51479745,
526,1,0,0,0.94519526,
275,2,0,0,0.9407356,
23,1,0,0,0.9486364,
738,2,0,0,0.9474782,
326,1,0,0,0.5106645,
358,4,0,1,0.6869907,
620,3,0,0,0.9531134,
489,1,1,1,0.7380546,
504,1,0,0,0.94454,
250,1,0,0,0.9525365,
424,1,0,0,0.9467035,
308,1,0,0,0.6577034,
220,1,0,0,0.9388392,
258,1,0,0,0.9493764,
171,3,0,0,0.9418031,
5,3,0,0,0.9364396,
318,1,1,0,0.5520346,
15,1,0,0,0.95050246,
393,1,0,0,0.9408776,
356,1,0,0,0.9026596,
745,4,0,1,0.73972493,
226,2,0,0,0.92831933,
399,2,0,0,0.7570387,
264,11,0,0,0.95080495,
339,5,0,1,0.69360393,
469,3,1,0,0.5387801,
521,1,1,1,0.8148816,
125,1,0,0,0.9164559,
493,7,0,0,0.8074038,
345,4,0,0,0.92521846,
252,4,0,1,0.5872477,
77,2,1,1,0.80967104,
418,1,0,0,0.80708146,
369,1,0,0,0.9481496,
591,2,0,1,0.84664685,
299,1,1,1,0.6141341,
318,2,0,0,0.9426703,
637,2,0,0,0.7760578,
273,6,0,0,0.94021714,
824,2,0,0,0.9528068,
5,1,1,0,0.8645225,
55,4,0,0,0.90593016,
608,3,0,0,0.951147,
570,3,0,0,0.93386024,
811,5,0,0,0.9308805,
403,1,0,0,0.8492959,
430,1,0,0,0.93394554,
811,1,1,1,0.85888696,
95,5,0,0,0.88649493,
497,3,0,0,0.9343236,
436,1,0,0,0.924063,
804,2,1,1,0.7630348,
686,1,0,0,0.89568305,
290,1,0,0,0.82404107,
90,2,1,0,0.6584261,
160,1,1,0,0.54645205,
254,1,0,0,0.94933015,
707,1,0,0,0.7947007,
711,3,0,0,0.93949217,
690,1,0,0,0.9512634,
674,2,0,0,0.9424227,
259,5,0,0,0.7587167,
820,4,0,1,0.8203905,
471,5,0,0,0.7063095,
250,7,0,0,0.921468,
77,5,1,1,0.5670337,
546,2,0,0,0.95007473,
517,2,1,1,0.8227348,
4,7,0,0,0.93870956,
472,1,0,0,0.8293186,
814,1,1,0,0.8945921,
264,20,0,0,0.9301066,
311,3,1,1,0.649752,
669,2,0,0,0.95148593,
452,1,0,0,0.9213858,
690,2,0,0,0.9392521,
417,1,0,0,0.8417491,
778,1,0,0,0.8043965,
148,1,0,0,0.8199382,
349,2,1,1,0.73824614,
788,1,0,0,0.8942078,
114,1,0,0,0.9207727,
10,1,1,0,0.60894555,
737,2,0,0,0.94169474,
238,1,0,0,0.6898437,
801,3,1,0,0.5865172,
625,1,1,0,0.81981665,
116,1,0,0,0.9118295,
15,3,0,0,0.9361975,
335,3,0,0,0.9319669,
461,3,0,0,0.8614257,
630,1,0,0,0.8326937,
249,4,0,0,0.8232995,
705,1,1,1,0.5840589,
811,4,1,0,0.9089901,
318,4,0,0,0.9458209,
762,2,1,0,0.7772838,
304,5,0,0,0.926308,
713,2,0,0,0.9496532,
529,1,0,1,0.6933132,
502,1,1,0,0.63238513,
636,1,0,1,0.52089095,
685,2,1,0,0.5628834,
586,1,0,0,0.92260087,
756,1,1,1,0.85237163,
351,1,0,0,0.9369599,
78,1,0,0,0.9477786,
416,3,0,0,0.9120857,
514,2,1,0,0.8190428,
354,7,1,1,0.7904789,
740,4,0,0,0.9453471,
382,2,0,0,0.9309406,
397,5,0,0,0.9459617,
76,1,1,1,0.7812385,
760,6,0,0,0.8722527,
257,6,1,1,0.72112894,
496,1,0,1,0.60898715,
552,1,1,1,0.7171596,
768,1,1,1,0.7235899,
47,1,0,0,0.9522035,
655,1,0,0,0.87395096,
654,3,1,0,0.8792082,
280,4,1,1,0.6190682,
736,1,0,0,0.9451171,
498,4,0,0,0.9492207,
26,1,1,1,0.83839816,
75,1,0,0,0.90659136,
223,1,0,0,0.8748573,
799,1,1,1,0.831257,
105,2,1,1,0.8542911,
781,4,0,0,0.8880546,
493,2,0,0,0.89453965,
729,1,0,1,0.65242624,
2,1,0,0,0.8684199,
448,1,0,0,0.7647466,
745,3,0,0,0.89883727,
469,1,0,1,0.5503667,
244,1,0,0,0.9488875,
129,3,0,1,0.5183547,
601,1,0,0,0.9500624,
390,4,0,0,0.9243684,
720,1,0,0,0.63350093,
382,5,0,0,0.95076066,
779,1,0,0,0.6512322,
298,2,0,0,0.6333193,
188,4,0,0,0.6206933,
709,1,0,0,0.94255835,
135,2,0,0,0.922688,
598,1,1,1,0.6551081,
651,1,0,0,0.94428575,
74,1,0,0,0.9360783,
250,3,1,0,0.5310881,
304,6,0,0,0.9351605,
820,2,0,0,0.60060376,
805,2,0,0,0.9142911,
264,24,0,0,0.94598913,
404,1,0,0,0.9204953,
252,3,0,0,0.93849784,
752,1,0,0,0.51549417,
507,2,0,0,0.94821227,
70,1,0,1,0.5178747,
710,2,1,0,0.54137975,
793,1,1,0,0.8047681,
222,2,0,0,0.9496239,
416,1,0,0,0.92385185,
775,3,0,0,0.9055921,
311,4,0,0,0.9480569,
618,3,0,0,0.95162827,
247,2,1,0,0.6790391,
611,1,0,0,0.94885933,
95,1,0,0,0.91864884,
500,3,1,1,0.70639116,
531,4,0,0,0.91266304,
290,3,0,1,0.5952732,
67,3,1,0,0.8506129,
337,1,0,0,0.72438383,
702,2,0,0,0.8151044,
430,2,0,0,0.9163108,
100,1,1,1,0.8457399,
384,1,0,0,0.9441189,
147,1,1,1,0.64654833,
154,1,0,0,0.7773264,
756,2,0,0,0.9469869,
221,1,1,1,0.63795674,
54,2,0,0,0.94642097,
524,2,0,0,0.84256893,
102,2,1,1,0.84593195,
663,2,0,0,0.9532172,
360,1,1,1,0.83840144,
126,1,0,0,0.93808687,
652,1,1,0,0.89255667,
783,1,0,0,0.93798256,
777,2,0,0,0.9087018,
501,2,0,0,0.90766233,
643,1,1,0,0.5070902,
211,1,0,0,0.8318378,
731,2,1,1,0.6767815,
369,2,0,1,0.6852991,
110,2,0,1,0.7533363,
304,7,0,0,0.8660568,
0,2,0,0,0.59460735,
50,2,0,0,0.91296595,
318,15,1,1,0.6915554,
787,1,0,0,0.9225146,
413,2,0,1,0.5767942,
728,1,0,0,0.76072127,
634,1,0,0,0.9386656,
633,1,0,0,0.937351,
702,1,0,0,0.93358505,
579,1,0,0,0.5611466,
749,2,0,0,0.9498612,
240,1,1,1,0.6809508,
693,5,0,0,0.94652927,
496,2,0,0,0.8783534,
557,1,0,0,0.81354517,
773,1,0,0,0.93999034,
629,2,0,0,0.9201472,
311,8,0,0,0.9016793,
760,5,0,0,0.8817354,
558,1,1,1,0.63528806,
739,1,1,0,0.9425784,
170,1,1,1,0.7544636,
307,1,1,0,0.60910267,
648,2,0,0,0.9437527,
670,1,0,1,0.76279974,
322,2,1,1,0.7483537,
622,3,0,0,0.83173317,
572,2,1,1,0.83364934,
425,1,0,0,0.9219656,
299,3,0,0,0.9373391,
302,1,0,0,0.7797258,
590,1,0,1,0.6594071,
631,2,0,0,0.9514286,
632,8,1,0,0.6775404,
550,2,0,0,0.9485625,
803,1,0,0,0.9522305,
555,1,0,0,0.94002604,
679,1,1,1,0.88078743,
618,2,0,0,0.6191377,
700,2,0,0,0.9308692,
613,2,0,1,0.6916918,
790,2,1,1,0.86312443,
782,2,1,1,0.74140036,
764,2,1,1,0.8007809,
348,3,1,0,0.9224222,
306,1,0,1,0.7815921,
447,1,0,0,0.70636404,
761,1,1,1,0.6841556,
268,1,0,0,0.91159844,
317,3,1,0,0.56657505,
277,1,0,0,0.94920254,
487,2,0,0,0.861575,
562,2,0,0,0.79143864,
512,3,0,0,0.8128656,
261,1,1,1,0.6218757,
468,3,1,1,0.5221494,
264,14,0,0,0.94300514,
517,1,0,0,0.94254553,
335,2,0,0,0.9510849,
767,1,0,0,0.9410337,
646,1,0,0,0.9511718,
250,15,0,0,0.9019124,
45,1,1,1,0.7513094,
452,2,0,0,0.9477371,
272,1,0,0,0.9518573,
561,2,1,1,0.7531245,
332,1,1,1,0.60926515,
373,2,0,0,0.8739666,
732,2,1,0,0.55671036,
672,2,0,0,0.92813206,
389,1,1,1,0.5688893,
722,1,0,0,0.91302985,
459,3,0,0,0.88071984,
105,1,1,1,0.85369015,
215,2,0,0,0.9262977,
348,2,1,0,0.6596889,
378,1,0,0,0.91754645,
219,1,1,1,0.87261313,
341,2,0,0,0.5150497,
761,3,0,1,0.7613037,
545,2,0,1,0.56912464,
454,1,1,1,0.80542,
305,1,0,0,0.6597649,
781,1,0,0,0.7892602,
292,1,0,0,0.9384074,
417,2,0,0,0.92002666,
717,3,0,1,0.8078031,
325,7,0,0,0.9299677,
317,5,0,0,0.9469323,
46,2,0,0,0.93310124,
352,2,0,0,0.94493705,
732,1,1,1,0.7945801,
226,1,1,1,0.8166534,
256,5,0,1,0.6011358,
471,7,0,0,0.6207539,
467,1,0,0,0.8847539,
404,2,0,0,0.9369503,
344,4,0,0,0.7819762,
101,3,0,0,0.8231039,
62,1,1,1,0.8362899,
464,1,0,1,0.5433989,
18,1,0,0,0.9480835,
450,2,0,0,0.92709583,
117,1,0,0,0.91936296,
691,1,0,0,0.94704497,
208,1,1,1,0.7744627,
150,1,0,0,0.87439907,
232,1,1,1,0.7328468,
215,1,0,0,0.90322596,
283,2,0,0,0.9513388,
695,1,1,1,0.6805276,
502,5,0,0,0.9378555,
479,2,0,0,0.7757682,
678,1,0,0,0.9314468,
306,3,0,0,0.94751585,
501,1,0,0,0.9501466,
616,3,0,0,0.70437264,
259,8,1,1,0.8200142,
32,4,0,0,0.93691504,
4,5,0,0,0.644084,
511,3,0,0,0.8657269,
470,1,0,0,0.9062253,
253,2,0,0,0.8589571,
208,2,0,1,0.6803391,
95,2,0,0,0.92579865,
340,3,1,1,0.8211106,
109,6,1,0,0.7102439,
347,1,0,0,0.9487009,
474,1,0,0,0.8271846,
382,3,0,0,0.71385914,
184,1,1,1,0.63468736,
325,1,0,0,0.84679824,
155,1,0,0,0.9369361,
450,1,1,1,0.51523185,
568,1,1,0,0.94153416,
672,3,0,0,0.7792623,
244,4,0,0,0.92892903,
824,5,1,1,0.577674,
354,1,0,0,0.84436107,
142,1,0,0,0.6137267,
438,2,0,0,0.65618753,
102,1,1,1,0.69590414,
78,2,1,0,0.60470766,
724,1,0,0,0.9455593,
326,4,0,0,0.775729,
222,1,1,1,0.6947556,
319,1,0,0,0.79417163,
682,2,0,0,0.7822608,
494,2,1,1,0.76717937,
273,2,1,0,0.76409906,
635,3,0,0,0.8600969,
453,1,1,1,0.523725,
453,5,0,0,0.9165234,
635,1,1,0,0.71857876,
727,1,1,1,0.7302992,
486,1,1,0,0.8404163,
104,2,0,0,0.95293003,
14,1,0,0,0.913494,
343,3,1,1,0.6227025,
257,5,1,0,0.80721414,
658,2,0,0,0.93890697,
669,3,0,0,0.93056715,
813,1,0,1,0.72051495,
626,2,0,0,0.9401971,
43,1,0,0,0.9082976,
614,4,0,0,0.8427593,
390,5,1,1,0.5544509,
273,1,1,0,0.5657583,
617,2,0,1,0.5415661,
344,1,0,0,0.93559414,
122,1,0,1,0.77792984,
4,4,0,0,0.84426504,
168,1,0,0,0.9460206,
288,3,1,0,0.5451386,
213,1,0,0,0.8844354,
583,2,0,0,0.94274193,
81,2,0,1,0.66831315,
361,4,0,0,0.94737655,
6,1,0,0,0.6918425,
306,2,0,0,0.91929436,
687,2,0,0,0.92350847,
501,3,1,1,0.6886762,
700,1,0,0,0.9443129,
358,2,0,0,0.83921665,
562,3,0,0,0.8302453,
729,2,1,1,0.77004313,
271,1,0,0,0.6143913,
802,3,1,0,0.6111097,
318,3,0,0,0.94473296,
416,4,0,0,0.90455294,
95,4,0,0,0.8410766,
427,1,1,1,0.8365116,
318,16,1,1,0.7229628,
682,1,0,0,0.9280952,
778,2,1,1,0.6716109,
257,7,0,0,0.8724367,
478,2,1,1,0.77242494,
250,5,0,0,0.87760705,
726,1,0,1,0.6253944,
370,1,0,1,0.7886155,
335,1,1,1,0.7455001,
129,2,0,0,0.9391191,
6,2,0,0,0.9262434,
604,6,0,0,0.95104265,
246,2,1,0,0.861017,
513,1,0,0,0.77680343,
145,3,1,1,0.6350162,
416,2,0,0,0.7781196,
528,1,0,0,0.77113533,
212,1,0,0,0.5620453,
352,3,0,0,0.93380976,
650,1,0,1,0.744721,
692,2,0,0,0.9137675,
188,2,0,0,0.9415407,
342,2,0,0,0.918596,
604,1,1,1,0.7304695,
772,1,1,0,0.87454265,
58,1,1,1,0.6735348,
772,3,0,0,0.7931956,
379,1,0,0,0.86245364,
493,3,0,0,0.60001725,
629,1,0,0,0.9493362,
40,3,0,0,0.94531614,
671,3,1,0,0.86103106,
178,2,1,1,0.81410366,
543,1,0,0,0.88555104,
249,1,0,0,0.922893,
54,1,0,1,0.71572113,
749,1,1,1,0.59139234,
461,2,0,0,0.6193419,
786,2,0,0,0.94878,
483,2,0,0,0.9308943,
494,3,1,0,0.7711995,
581,1,0,0,0.9356952,
372,2,1,1,0.70258206,
662,2,0,0,0.9267677,
493,6,0,0,0.69016296,
